Country or Area,Year,Value,
East Asia & Pacific (all income levels),1979,1.66567E+12,
East Asia & Pacific (all income levels),1978,1.53243E+12,
East Asia & Pacific (all income levels),1977,1.21408E+12,
East Asia & Pacific (all income levels),1976,1.01842E+12,
East Asia & Pacific (all income levels),1975,9.25856E+11,
East Asia & Pacific (all income levels),1974,8.45568E+11,
East Asia & Pacific (all income levels),1973,7.33618E+11,
East Asia & Pacific (all income levels),1972,5.56457E+11,
East Asia & Pacific (all income levels),1971,4.48667E+11,
East Asia & Pacific (all income levels),1970,4.04332E+11,
East Asia & Pacific (all income levels),1969,3.44995E+11,
East Asia & Pacific (all income levels),1968,2.995E+11,
East Asia & Pacific (all income levels),1967,2.71727E+11,
East Asia & Pacific (all income levels),1966,2.50715E+11,
East Asia & Pacific (all income levels),1965,2.24282E+11,
East Asia & Pacific (all income levels),1964,2.01456E+11,
East Asia & Pacific (all income levels),1963,1.75237E+11,
East Asia & Pacific (all income levels),1962,1.57189E+11,
East Asia & Pacific (all income levels),1961,1.53685E+11,
East Asia & Pacific (all income levels),1960,1.5305E+11,
East Asia & Pacific (developing only),2014,1.26097E+13,
East Asia & Pacific (developing only),2013,1.17294E+13,
East Asia & Pacific (developing only),2012,1.06495E+13,
East Asia & Pacific (developing only),2011,9.54905E+12,
East Asia & Pacific (developing only),2010,7.81623E+12,
East Asia & Pacific (developing only),2009,6.44827E+12,
East Asia & Pacific (developing only),2008,5.95209E+12,
East Asia & Pacific (developing only),2007,4.70924E+12,
East Asia & Pacific (developing only),2006,3.72515E+12,
East Asia & Pacific (developing only),2005,3.09688E+12,
East Asia & Pacific (developing only),2004,2.679E+12,
East Asia & Pacific (developing only),2003,2.31014E+12,
East Asia & Pacific (developing only),2002,2.04406E+12,
East Asia & Pacific (developing only),2001,1.84714E+12,
East Asia & Pacific (developing only),2000,1.73391E+12,
East Asia & Pacific (developing only),1999,1.57403E+12,
East Asia & Pacific (developing only),1998,1.43131E+12,
East Asia & Pacific (developing only),1997,1.56231E+12,
East Asia & Pacific (developing only),1996,1.50875E+12,
East Asia & Pacific (developing only),1995,1.31356E+12,
East Asia & Pacific (developing only),1994,1.06424E+12,
East Asia & Pacific (developing only),1993,8.84571E+11,
East Asia & Pacific (developing only),1992,8.16678E+11,
East Asia & Pacific (developing only),1991,7.30309E+11,
East Asia & Pacific (developing only),1990,6.70416E+11,
East Asia & Pacific (developing only),1989,6.24732E+11,
East Asia & Pacific (developing only),1988,5.76065E+11,
East Asia & Pacific (developing only),1987,5.15138E+11,
East Asia & Pacific (developing only),1986,5.21367E+11,
East Asia & Pacific (developing only),1985,5.24761E+11,
East Asia & Pacific (developing only),1984,4.79728E+11,
East Asia & Pacific (developing only),1983,4.43754E+11,
East Asia & Pacific (developing only),1982,4.23473E+11,
East Asia & Pacific (developing only),1981,4.06198E+11,
East Asia & Pacific (developing only),1980,3.79516E+11,
East Asia & Pacific (developing only),1979,3.27667E+11,
East Asia & Pacific (developing only),1978,2.82566E+11,
East Asia & Pacific (developing only),1977,2.90044E+11,
East Asia & Pacific (developing only),1976,2.5073E+11,
East Asia & Pacific (developing only),1975,2.4667E+11,
East Asia & Pacific (developing only),1974,2.19435E+11,
East Asia & Pacific (developing only),1973,1.9405E+11,
East Asia & Pacific (developing only),1972,1.53889E+11,
East Asia & Pacific (developing only),1971,1.35742E+11,
East Asia & Pacific (developing only),1970,1.2631E+11,
East Asia & Pacific (developing only),1969,1.13314E+11,
East Asia & Pacific (developing only),1968,1.00918E+11,
East Asia & Pacific (developing only),1967,99928998196,
East Asia & Pacific (developing only),1966,1.03141E+11,
East Asia & Pacific (developing only),1965,94261982525,
East Asia & Pacific (developing only),1964,80745714535,
East Asia & Pacific (developing only),1963,69585999644,
East Asia & Pacific (developing only),1962,64304590564,
East Asia & Pacific (developing only),1961,70255038533,
East Asia & Pacific (developing only),1960,80074430097,
Ecuador,2014,1.00917E+11,
Ecuador,2013,94776170000,
Ecuador,2012,87924544000,
Ecuador,2011,79276664000,
Ecuador,2010,69555367000,
Ecuador,2009,62519686000,
Ecuador,2008,61762635000,
Ecuador,2007,51007777000,
Ecuador,2006,46802044000,
Ecuador,2005,41507085000,
Ecuador,2004,36591661000,
Ecuador,2003,32432859000,
Ecuador,2002,28548945000,
Ecuador,2001,24468324000,
Ecuador,2000,18327764882,
Ecuador,1999,19645272636,
Ecuador,1998,27981896948,
Ecuador,1997,28162053027,
Ecuador,1996,25226393197,
Ecuador,1995,24432884442,
Ecuador,1994,22708673337,
Ecuador,1993,18938717359,
Ecuador,1992,18094238119,
Ecuador,1991,16988535268,
Ecuador,1990,15239278100,
Ecuador,1989,13890828708,
Ecuador,1988,13051886552,
Ecuador,1987,13945431882,
Ecuador,1986,15314143988,
Ecuador,1985,17149094590,
Ecuador,1984,16912515183,
Ecuador,1983,17152483214,
Ecuador,1982,19929853575,
Ecuador,1981,21810767209,
Ecuador,1980,17881514683,
Ecuador,1979,14175166008,
Ecuador,1978,11922502171,
Ecuador,1977,11026346590,
Ecuador,1976,9091924305,
Ecuador,1975,7731677257,
Ecuador,1974,6599259421,
Ecuador,1973,3891755552,
Ecuador,1972,3185987235,
Ecuador,1971,2754220263,
Ecuador,1970,2862504170,
Ecuador,1969,3112166848,
Ecuador,1968,2582180794,
Ecuador,1967,2553596092,
Ecuador,1966,2429309514,
Ecuador,1965,2387048255,
Ecuador,1964,1156150890,
Ecuador,1963,1038389642,
Ecuador,1962,958598195,
Ecuador,1961,979108806.8,
Ecuador,1960,1010325138,
"Egypt, Arab Rep.",2014,2.86538E+11,
"Egypt, Arab Rep.",2013,2.71973E+11,
"Egypt, Arab Rep.",2012,2.62824E+11,
"Egypt, Arab Rep.",2011,2.36002E+11,
"Egypt, Arab Rep.",2010,2.18888E+11,
"Egypt, Arab Rep.",2009,1.88982E+11,
"Egypt, Arab Rep.",2008,1.62818E+11,
"Egypt, Arab Rep.",2007,1.30479E+11,
"Egypt, Arab Rep.",2006,1.07484E+11,
"Egypt, Arab Rep.",2005,89685724897,
"Egypt, Arab Rep.",2004,78845185716,
"Egypt, Arab Rep.",2003,82924503883,
"Egypt, Arab Rep.",2002,87850684697,
"Egypt, Arab Rep.",2001,97632008710,
"Egypt, Arab Rep.",2000,99838543960,
"Egypt, Arab Rep.",1999,90710704807,
"Egypt, Arab Rep.",1998,84828807556,
"Egypt, Arab Rep.",1997,78436578171,
"Egypt, Arab Rep.",1996,67629716981,
"Egypt, Arab Rep.",1995,60159245060,
"Egypt, Arab Rep.",1994,51897983393,
"Egypt, Arab Rep.",1993,46578631453,
"Egypt, Arab Rep.",1992,41855986519,
"Egypt, Arab Rep.",1991,36970555899,
"Egypt, Arab Rep.",1990,43130415142,
"Egypt, Arab Rep.",1989,39648442472,
"Egypt, Arab Rep.",1988,35044633275,
"Egypt, Arab Rep.",1987,40507934111,
"Egypt, Arab Rep.",1986,35880262483,
"Egypt, Arab Rep.",1985,34689560468,
"Egypt, Arab Rep.",1984,30642873673,
"Egypt, Arab Rep.",1983,28137368609,
"Egypt, Arab Rep.",1982,25592366131,
"Egypt, Arab Rep.",1981,23405404428,
"Egypt, Arab Rep.",1980,22912499645,
"Egypt, Arab Rep.",1979,18150000881,
"Egypt, Arab Rep.",1978,14849909053,
"Egypt, Arab Rep.",1977,14636028524,
"Egypt, Arab Rep.",1976,13360477267,
"Egypt, Arab Rep.",1975,11437965494,
"Egypt, Arab Rep.",1974,9015166908,
"Egypt, Arab Rep.",1973,9616725501,
"Egypt, Arab Rep.",1972,8763960904,
"Egypt, Arab Rep.",1971,8266003437,
"Egypt, Arab Rep.",1970,7682492054,
"Egypt, Arab Rep.",1969,6861743547,
"Egypt, Arab Rep.",1968,6109112105,
"Egypt, Arab Rep.",1967,5579168565,
"Egypt, Arab Rep.",1966,5339520732,
"Egypt, Arab Rep.",1965,5111621003,
El Salvador,2014,25163700000,
El Salvador,2013,24350900000,
El Salvador,2012,23813600000,
El Salvador,2011,23139000000,
El Salvador,2010,21418300000,
El Salvador,2009,20661000000,
El Salvador,2008,21431000000,
El Salvador,2007,20104900000,
El Salvador,2006,18550700000,
El Salvador,2005,17093800000,
El Salvador,2004,15798300000,
El Salvador,2003,15046700000,
El Salvador,2002,14306700000,
El Salvador,2001,13812700000,
El Salvador,2000,13134100000,
El Salvador,1999,12464700000,
El Salvador,1998,12008400000,
El Salvador,1997,11134700000,
El Salvador,1996,10315500000,
El Salvador,1995,9500500000,
El Salvador,1994,8085600000,
El Salvador,1993,6938000000,
El Salvador,1992,5954700000,
El Salvador,1991,5311000000,
El Salvador,1990,4800900000,
El Salvador,1989,4372215300,
El Salvador,1988,4189880000,
El Salvador,1987,3958045800,
El Salvador,1986,3771663200,
El Salvador,1985,3800368600,
El Salvador,1984,3661683400,
El Salvador,1983,3506347800,
El Salvador,1982,3399189100,
El Salvador,1981,3437200200,
El Salvador,1980,3573959900,
El Salvador,1979,3463639900,
El Salvador,1978,3127960000,
El Salvador,1977,2941640100,
El Salvador,1976,2328280100,
El Salvador,1975,1884120100,
El Salvador,1974,1665880000,
El Salvador,1973,1442320000,
El Salvador,1972,1263720000,
El Salvador,1971,1186120000,
El Salvador,1970,1132920000,
El Salvador,1969,1049400000,
El Salvador,1968,1009760100,
El Salvador,1967,976200000,
El Salvador,1966,929520000,
El Salvador,1965,877720000,
Equatorial Guinea,2014,15529729677,
Equatorial Guinea,2013,17135584685,
Equatorial Guinea,2012,18011041667,
Equatorial Guinea,2011,17229758160,
Equatorial Guinea,2010,12709498548,
Equatorial Guinea,2009,10219467607,
Equatorial Guinea,2008,16021701872,
Equatorial Guinea,2007,10776721748,
Equatorial Guinea,2006,9144693758,
Equatorial Guinea,2005,8217369093,
Equatorial Guinea,2004,4410764339,
Equatorial Guinea,2003,2484745935,
Equatorial Guinea,2002,1806742742,
Equatorial Guinea,2001,1461139022,
Equatorial Guinea,2000,1045998496,
Equatorial Guinea,1999,621117885.7,
Equatorial Guinea,1998,370687618.7,
Equatorial Guinea,1997,442337849.5,
Equatorial Guinea,1996,232463036.4,
Equatorial Guinea,1995,141853368.3,
Equatorial Guinea,1994,100807001.8,
Equatorial Guinea,1993,136047896.2,
Equatorial Guinea,1992,134707184.4,
Equatorial Guinea,1991,110906032.1,
Equatorial Guinea,1990,112119406.5,
Equatorial Guinea,1989,88265974.58,
Equatorial Guinea,1988,100534663.3,
Equatorial Guinea,1987,93345847.73,
Equatorial Guinea,1986,76407396.76,
Equatorial Guinea,1985,62118564.85,
Equatorial Guinea,1984,50320914.41,
Equatorial Guinea,1983,44442456.95,
Equatorial Guinea,1982,44294647.73,
Equatorial Guinea,1981,36731422.85,
Equatorial Guinea,1980,50642880.77,
Equatorial Guinea,1977,103987520.1,
Equatorial Guinea,1976,103653049.9,
Equatorial Guinea,1975,104295643.4,
Equatorial Guinea,1974,94159862.71,
Equatorial Guinea,1973,81203226.91,
Equatorial Guinea,1972,65429198.24,
Equatorial Guinea,1971,64946954.76,
Equatorial Guinea,1970,66331428.57,
Equatorial Guinea,1969,67225714.29,
Equatorial Guinea,1968,67514285.71,
Equatorial Guinea,1967,72317446.93,
Equatorial Guinea,1966,69110000,
Equatorial Guinea,1965,64748333.33,
Equatorial Guinea,1964,12712471.4,
Equatorial Guinea,1963,10840095.13,
Equatorial Guinea,1962,9122751.453,
Eritrea,2011,2607739837,
Eritrea,2010,2117039511,
Eritrea,2009,1856695550,
Eritrea,2008,1380188800,
Eritrea,2007,1317974493,
Eritrea,2006,1211161880,
Eritrea,2005,1098424709,
Eritrea,2004,1109054002,
Eritrea,2003,870247701.7,
Eritrea,2002,729321364.1,
Eritrea,2001,752368494.5,
Eritrea,2000,706370812.3,
Eritrea,1999,688921325.7,
Eritrea,1998,745526149.5,
Eritrea,1997,686494476.1,
Eritrea,1996,693535954.2,
Eritrea,1995,578015625,
Eritrea,1994,531688311.7,
Eritrea,1993,467876293.7,
Eritrea,1992,477101651.6,
Estonia,2014,26485161116,
Estonia,2013,25246787742,
Estonia,2012,23135266649,
Estonia,2011,23168793439,
Estonia,2010,19494662252,
Estonia,2009,19652486802,
Estonia,2008,24194038377,
Estonia,2007,22237065426,
Estonia,2006,16963630661,
Estonia,2005,14006093769,
Estonia,2004,12059204969,
Estonia,2003,9833875339,
Estonia,2002,7322068381,
Estonia,2001,6245072062,
Estonia,2000,5685773519,
Estonia,1999,5726895230,
Estonia,1998,5617109801,
Estonia,1997,5066242110,
Estonia,1996,4746104825,
Estonia,1995,4373658537,
Ethiopia,2014,55612228234,
Ethiopia,2013,47648211133,
Ethiopia,2012,43310721414,
Ethiopia,2011,31952763089,
Ethiopia,2010,29933790334,
Ethiopia,2009,32437389116,
Ethiopia,2008,27066912635,
Ethiopia,2007,19707616773,
Ethiopia,2006,15280861835,
Ethiopia,2005,12401139454,
Ethiopia,2004,10131187261,
Ethiopia,2003,8623691300,
Ethiopia,2002,7850809498,
Ethiopia,2001,8231326016,
Ethiopia,2000,8242392104,
Ethiopia,1999,7700833482,
Ethiopia,1998,7818224906,
Ethiopia,1997,8589211390,
Ethiopia,1996,8547939731,
Ethiopia,1995,7663984568,
Ethiopia,1994,6927950565,
Ethiopia,1993,8830712714,
Ethiopia,1992,10492993078,
Ethiopia,1991,13463868357,
Ethiopia,1990,12175166763,
Ethiopia,1989,11476584879,
Ethiopia,1988,10908935749,
Ethiopia,1987,10527338647,
Ethiopia,1986,9848600870,
Ethiopia,1985,9480840483,
Ethiopia,1984,8096302369,
Ethiopia,1983,8567890825,
Ethiopia,1982,7707678023,
Ethiopia,1981,7324903192,
Euro area,2014,1.34102E+13,
Euro area,2013,1.31888E+13,
Euro area,2012,1.26362E+13,
Euro area,2011,1.36231E+13,
Euro area,2010,1.2642E+13,
Euro area,2009,1.29041E+13,
Euro area,2008,1.41145E+13,
Euro area,2007,1.28765E+13,
Euro area,2006,1.11835E+13,
Euro area,2005,1.05345E+13,
Euro area,2004,1.01516E+13,
Euro area,2003,8.8507E+12,
Euro area,2002,7.17315E+12,
Euro area,2001,6.59278E+12,
Euro area,2000,6.48725E+12,
Euro area,1999,7.11934E+12,
Euro area,1998,7.15141E+12,
Euro area,1997,6.95957E+12,
Euro area,1996,7.61231E+12,
Euro area,1995,7.521E+12,
Euro area,1994,6.51609E+12,
Euro area,1993,6.16922E+12,
Euro area,1992,6.73555E+12,
Euro area,1991,6.10513E+12,
Euro area,1990,5.87226E+12,
Euro area,1989,4.66605E+12,
Euro area,1988,4.56774E+12,
Euro area,1987,4.15312E+12,
Euro area,1986,3.35754E+12,
Euro area,1985,2.39227E+12,
Euro area,1984,2.32847E+12,
Euro area,1983,2.4274E+12,
Euro area,1982,2.48817E+12,
Euro area,1981,2.57003E+12,
Euro area,1980,2.95697E+12,
Euro area,1979,2.63997E+12,
Euro area,1978,2.17921E+12,
Euro area,1977,1.77959E+12,
Euro area,1976,1.56464E+12,
Euro area,1975,1.49941E+12,
Euro area,1974,1.29302E+12,
Euro area,1973,1.14031E+12,
Euro area,1972,8.78445E+11,
Euro area,1971,7.27106E+11,
Euro area,1970,6.41517E+11,
Euro area,1969,5.72505E+11,
Euro area,1968,5.18239E+11,
Euro area,1967,4.83419E+11,
Euro area,1966,4.45019E+11,
Euro area,1965,4.081E+11,
Euro area,1964,3.73993E+11,
Euro area,1963,3.36256E+11,
Euro area,1962,2.99735E+11,
Euro area,1961,2.70096E+11,
Euro area,1960,2.45378E+11,
Europe & Central Asia (all income levels),2014,2.31825E+13,
Europe & Central Asia (all income levels),2013,2.29499E+13,
Europe & Central Asia (all income levels),2012,2.20068E+13,
Europe & Central Asia (all income levels),2011,2.29357E+13,
Europe & Central Asia (all income levels),2010,2.08319E+13,
Europe & Central Asia (all income levels),2009,2.03285E+13,
Europe & Central Asia (all income levels),2008,2.30951E+13,
Europe & Central Asia (all income levels),2007,2.10373E+13,
Europe & Central Asia (all income levels),2006,1.79956E+13,
Europe & Central Asia (all income levels),2005,1.66224E+13,
Europe & Central Asia (all income levels),2004,1.5606E+13,
Europe & Central Asia (all income levels),2003,1.3383E+13,
Europe & Central Asia (all income levels),2002,1.0979E+13,
Europe & Central Asia (all income levels),2001,1.00322E+13,
Europe & Central Asia (all income levels),2000,9.92556E+12,
Europe & Central Asia (all income levels),1999,1.05352E+13,
Europe & Central Asia (all income levels),1998,1.06569E+13,
Europe & Central Asia (all income levels),1997,1.03979E+13,
Europe & Central Asia (all income levels),1996,1.09652E+13,
Europe & Central Asia (all income levels),1995,1.07417E+13,
Europe & Central Asia (all income levels),1994,9.40026E+12,
Europe & Central Asia (all income levels),1993,8.98849E+12,
Europe & Central Asia (all income levels),1992,9.78061E+12,
Europe & Central Asia (all income levels),1991,9.12017E+12,
Europe & Central Asia (all income levels),1990,8.8354E+12,
Europe & Central Asia (all income levels),1989,7.22165E+12,
Europe & Central Asia (all income levels),1988,7.0658E+12,
Europe & Central Asia (all income levels),1987,6.34747E+12,
Europe & Central Asia (all income levels),1986,5.13618E+12,
Europe & Central Asia (all income levels),1985,3.76335E+12,
Europe & Central Asia (all income levels),1984,3.63569E+12,
Europe & Central Asia (all income levels),1983,3.78334E+12,
Europe & Central Asia (all income levels),1982,3.89999E+12,
Europe & Central Asia (all income levels),1981,4.04694E+12,
Europe & Central Asia (all income levels),1980,4.54718E+12,
Europe & Central Asia (all income levels),1979,4.01454E+12,
Europe & Central Asia (all income levels),1978,3.2814E+12,
Europe & Central Asia (all income levels),1977,2.68838E+12,
Europe & Central Asia (all income levels),1976,2.37214E+12,
Europe & Central Asia (all income levels),1975,2.28218E+12,
Europe & Central Asia (all income levels),1974,1.95341E+12,
Europe & Central Asia (all income levels),1973,1.72886E+12,
Europe & Central Asia (all income levels),1972,1.36116E+12,
Europe & Central Asia (all income levels),1971,1.13586E+12,
Europe & Central Asia (all income levels),1970,1.00718E+12,
Europe & Central Asia (all income levels),1969,8.95572E+11,
Europe & Central Asia (all income levels),1968,8.15715E+11,
Europe & Central Asia (all income levels),1967,7.82126E+11,
Europe & Central Asia (all income levels),1966,7.26944E+11,
Europe & Central Asia (all income levels),1965,6.69131E+11,
Europe & Central Asia (all income levels),1964,6.14912E+11,
Europe & Central Asia (all income levels),1963,5.55264E+11,
Europe & Central Asia (all income levels),1962,5.03544E+11,
Europe & Central Asia (all income levels),1961,4.60582E+11,
Europe & Central Asia (all income levels),1960,4.32682E+11,
Europe & Central Asia (developing only),2014,1.81723E+12,
Europe & Central Asia (developing only),2013,1.87964E+12,
Europe & Central Asia (developing only),2012,1.75077E+12,
Europe & Central Asia (developing only),2011,1.71223E+12,
Europe & Central Asia (developing only),2010,1.52793E+12,
Europe & Central Asia (developing only),2009,1.33847E+12,
Europe & Central Asia (developing only),2008,1.60521E+12,
Europe & Central Asia (developing only),2007,1.3389E+12,
Europe & Central Asia (developing only),2006,1.05174E+12,
Europe & Central Asia (developing only),2005,8.98271E+11,
Europe & Central Asia (developing only),2004,7.22385E+11,
Europe & Central Asia (developing only),2003,5.63688E+11,
Europe & Central Asia (developing only),2002,4.42549E+11,
Europe & Central Asia (developing only),2001,3.82924E+11,
Europe & Central Asia (developing only),2000,4.32155E+11,
Europe & Central Asia (developing only),1999,4.25253E+11,
Europe & Central Asia (developing only),1998,4.69043E+11,
Europe & Central Asia (developing only),1997,3.90161E+11,
Europe & Central Asia (developing only),1996,3.69925E+11,
Europe & Central Asia (developing only),1995,3.56111E+11,
Europe & Central Asia (developing only),1994,3.09743E+11,
Europe & Central Asia (developing only),1993,3.78498E+11,
Europe & Central Asia (developing only),1992,3.66605E+11,
Europe & Central Asia (developing only),1991,3.80161E+11,
Europe & Central Asia (developing only),1990,4.10029E+11,
Europe & Central Asia (developing only),1989,3.57398E+11,
Europe & Central Asia (developing only),1988,3.23741E+11,
Europe & Central Asia (developing only),1987,3.07401E+11,
European Union,2014,1.85142E+13,
European Union,2013,1.79875E+13,
European Union,2012,1.72488E+13,
European Union,2011,1.83232E+13,
European Union,2010,1.69476E+13,
European Union,2009,1.7022E+13,
European Union,2008,1.90303E+13,
European Union,2007,1.76866E+13,
European Union,2006,1.5296E+13,
European Union,2005,1.43349E+13,
European Union,2004,1.37025E+13,
European Union,2003,1.18603E+13,
European Union,2002,9.73327E+12,
European Union,2001,8.92313E+12,
European Union,2000,8.8189E+12,
European Union,1999,9.4886E+12,
European Union,1998,9.50267E+12,
European Union,1997,9.18064E+12,
European Union,1996,9.73407E+12,
European Union,1995,9.5237E+12,
European Union,1994,8.29727E+12,
European Union,1993,7.81367E+12,
European Union,1992,8.56951E+12,
European Union,1991,7.86424E+12,
European Union,1990,7.57745E+12,
European Union,1989,6.10979E+12,
European Union,1988,5.98479E+12,
European Union,1987,5.36539E+12,
European Union,1986,4.33591E+12,
European Union,1985,3.16213E+12,
European Union,1984,3.05899E+12,
European Union,1983,3.18653E+12,
European Union,1982,3.28748E+12,
European Union,1981,3.41554E+12,
European Union,1980,3.86042E+12,
European Union,1979,3.3823E+12,
European Union,1978,2.76941E+12,
European Union,1977,2.25976E+12,
European Union,1976,1.99541E+12,
European Union,1975,1.92661E+12,
European Union,1974,1.65253E+12,
European Union,1973,1.47035E+12,
European Union,1972,1.15797E+12,
European Union,1971,9.67084E+11,
European Union,1970,8.54964E+11,
European Union,1969,7.54747E+11,
European Union,1968,6.87169E+11,
European Union,1967,6.61124E+11,
European Union,1966,6.15244E+11,
European Union,1965,5.67554E+11,
European Union,1964,5.21164E+11,
European Union,1963,4.70267E+11,
European Union,1962,4.2688E+11,
European Union,1961,3.90764E+11,
European Union,1960,3.58916E+11,
Faeroe Islands,2013,2613458941,
Faeroe Islands,2012,2356505419,
Faeroe Islands,2011,2468748768,
Faeroe Islands,2010,2301178416,
Faeroe Islands,2009,2257097732,
Faeroe Islands,2008,2413237402,
Faeroe Islands,2007,2278229533,
Faeroe Islands,2006,1970142378,
Faeroe Islands,2005,1730891409,
Faeroe Islands,2004,1683997930,
Faeroe Islands,2003,1486861879,
Faeroe Islands,2002,1268445919,
Faeroe Islands,2001,1154899793,
Faeroe Islands,2000,1062339944,
Faeroe Islands,1999,1125684470,
Faeroe Islands,1998,1105688873,
Fiji,2014,4531817941,
Fiji,2013,4196100793,
Fiji,2012,3977652383,
Fiji,2011,3774537140,
Fiji,2010,3140508836,
Fiji,2009,2870624636,
Fiji,2008,3523185920,
Fiji,2007,3405050612,
Fiji,2006,3102741451,
Fiji,2005,3006725015,
Fiji,2004,2727507213,
Fiji,2003,2315935753,
Fiji,2002,1842691481,
Fiji,2001,1660102346,
Fiji,2000,1684109743,
Fiji,1999,1942170999,
Fiji,1998,1656784780,
Fiji,1997,2093994597,
Fiji,1996,2129266728,
Fiji,1995,1970347721,
Fiji,1994,1825285158,
Fiji,1993,1635426125,
Fiji,1992,1531803061,
Fiji,1991,1383843860,
Fiji,1990,1337024782,
Fiji,1989,1182686577,
Fiji,1988,1109976928,
Fiji,1987,1177908192,
Fiji,1986,1290228617,
Fiji,1985,1141210125,
Fiji,1984,1177997414,
Fiji,1983,1123107276,
Fiji,1982,1194015444,
Fiji,1981,1235899836,
Fiji,1980,1202567359,
Fiji,1979,1019743927,
Fiji,1978,829239489.8,
Fiji,1977,719533137.1,
Fiji,1976,694552411.7,
Fiji,1975,684268280.8,
Fiji,1974,558589870.9,
Fiji,1973,425963359.4,
Fiji,1972,316650509,
Fiji,1971,247749327.7,
Fiji,1970,219878482.2,
Fiji,1969,182182067.7,
Fiji,1968,166952937.1,
Fiji,1967,162625885.9,
Fiji,1966,150603925.5,
Fiji,1965,147084750,
Fiji,1964,140040154.3,
Fiji,1963,129461581.5,
Fiji,1962,122912941.2,
Fiji,1961,116993977.8,
Fiji,1960,112334368.4,
Finland,2014,2.72217E+11,
Finland,2013,2.6919E+11,
Finland,2012,2.56706E+11,
Finland,2011,2.73657E+11,
Finland,2010,2.47815E+11,
Finland,2009,2.51499E+11,
Finland,2008,2.83742E+11,
Finland,2007,2.55385E+11,
Finland,2006,2.16553E+11,
Finland,2005,2.04436E+11,
Finland,2004,1.96768E+11,
Finland,2003,1.71071E+11,
Finland,2002,1.39553E+11,
Finland,2001,1.2925E+11,
Finland,2000,1.2554E+11,
Finland,1999,1.35226E+11,
Finland,1998,1.33936E+11,
Finland,1997,1.26833E+11,
Finland,1996,1.32099E+11,
Finland,1995,1.34199E+11,
Finland,1994,1.03322E+11,
Finland,1993,89255751015,
Finland,1992,1.12625E+11,
Finland,1991,1.27866E+11,
Finland,1990,1.41518E+11,
Finland,1989,1.19065E+11,
Finland,1988,1.09103E+11,
Finland,1987,91642093873,
Finland,1986,73586676050,
Finland,1985,55914236378,
Finland,1984,52926394935,
Finland,1983,51014090521,
Finland,1982,52832120390,
Finland,1981,52485533205,
Finland,1980,53685049410,
Finland,1979,44498283621,
Finland,1978,36283091408,
Finland,1977,33524682308,
Finland,1976,31873171719,
Finland,1975,29494515597,
Finland,1974,24867278714,
Finland,1973,19486826980,
Finland,1972,14754136507,
Finland,1971,12536710287,
Finland,1970,11365953567,
Finland,1969,10070766721,
Finland,1968,8823033880,
Finland,1967,9368954010,
Finland,1966,9208524505,
Finland,1965,8589340019,
Finland,1964,7766655086,
Finland,1963,6885920329,
Finland,1962,6340580854,
Finland,1961,5921659485,
Finland,1960,5224102196,
France,2014,2.82919E+12,
France,2013,2.81025E+12,
France,2012,2.68142E+12,
France,2011,2.8625E+12,
France,2010,2.64699E+12,
France,2009,2.69383E+12,
France,2008,2.92347E+12,
France,2007,2.66311E+12,
France,2006,2.32501E+12,
France,2005,2.20368E+12,
France,2004,2.12411E+12,
France,2003,1.84812E+12,
France,2002,1.50034E+12,
France,2001,1.38222E+12,
France,2000,1.36844E+12,
France,1999,1.50028E+12,
France,1998,1.51076E+12,
France,1997,1.46071E+12,
France,1996,1.61425E+12,
France,1995,1.60989E+12,
France,1994,1.40164E+12,
France,1993,1.33009E+12,
France,1992,1.40872E+12,
France,1991,1.27556E+12,
France,1990,1.2753E+12,
France,1989,1.03012E+12,
France,1988,1.0235E+12,
France,1987,9.38368E+11,
France,1986,7.74556E+11,
France,1985,5.55197E+11,
France,1984,5.32649E+11,
France,1983,5.61852E+11,
France,1982,5.86837E+11,
France,1981,6.1759E+11,
France,1980,7.03525E+11,
France,1979,6.15834E+11,
France,1978,5.08183E+11,
France,1977,4.11464E+11,
France,1976,3.7341E+11,
France,1975,3.62001E+11,
France,1974,2.86526E+11,
France,1973,2.65382E+11,
France,1972,2.04283E+11,
France,1971,1.66564E+11,
France,1970,1.48949E+11,
France,1969,1.40725E+11,
France,1968,1.29847E+11,
France,1967,1.19466E+11,
France,1966,1.10597E+11,
France,1965,1.02161E+11,
France,1964,94906593388,
France,1963,85551113767,
France,1962,76313782252,
France,1961,68346741504,
France,1960,62651474947,
French Polynesia,2000,3447543138,
French Polynesia,1999,3797016069,
French Polynesia,1998,3775160797,
French Polynesia,1997,3567062512,
French Polynesia,1996,3954696874,
French Polynesia,1995,3982374846,
French Polynesia,1994,3522272321,
French Polynesia,1993,3694600400,
French Polynesia,1992,3558215110,
French Polynesia,1991,3267367610,
French Polynesia,1990,3181206305,
French Polynesia,1989,2636461517,
French Polynesia,1988,2687472830,
French Polynesia,1987,2543199148,
French Polynesia,1986,2301514717,
French Polynesia,1985,1507230779,
French Polynesia,1984,1378991403,
French Polynesia,1983,1335895286,
French Polynesia,1982,1286462643,
French Polynesia,1981,1279972866,
French Polynesia,1980,1362151524,
French Polynesia,1979,1215031775,
French Polynesia,1978,1005573294,
French Polynesia,1977,793193187.4,
French Polynesia,1976,732286143.3,
French Polynesia,1975,690319754.9,
French Polynesia,1974,555337985.7,
French Polynesia,1973,431254103,
French Polynesia,1972,325843254.7,
French Polynesia,1971,296613496.9,
French Polynesia,1970,254035999.2,
